Date : 2025-03-26 00:03:26
Directory : /home/alberic/Documents/Cours/ramio_project
Total : 299 files,  20707 codes, 1776 comments, 1283 blanks, all 23766 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| /home/alberic/Documents/Cours/ramio_project/latex/Animation_8h.tex                         | LaTeX      |          2 |          0 |          0 |          2 |
| /home/alberic/Documents/Cours/ramio_project/latex/Audio_8cpp.tex                           | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Audio_8h.tex                             | LaTeX      |          2 |          0 |          0 |          2 |
| /home/alberic/Documents/Cours/ramio_project/latex/Bloc_8cpp.tex                            | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Bloc_8h.tex                              | LaTeX      |          3 |          0 |          0 |          3 |
| /home/alberic/Documents/Cours/ramio_project/latex/Ennemi_8cpp.tex                          | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Ennemi_8h.tex                            | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Entity_8cpp.tex                          | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Entity_8h.tex                            | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/FinJeu_8cpp.tex                          | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/FinJeu_8h.tex                            | LaTeX      |          2 |          0 |          0 |          2 |
| /home/alberic/Documents/Cours/ramio_project/latex/Level_8cpp.tex                           | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Level_8h.tex                             | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Menu_8cpp.tex                            | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Menu_8h.tex                              | LaTeX      |          2 |          0 |          0 |          2 |
| /home/alberic/Documents/Cours/ramio_project/latex/Player_8cpp.tex                          | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/Player_8h.tex                            | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/annotated.tex                            | LaTeX      |         22 |          0 |          1 |         23 |
| /home/alberic/Documents/Cours/ramio_project/latex/classAnimation.tex                       | LaTeX      |          7 |          0 |          4 |         11 |
| /home/alberic/Documents/Cours/ramio_project/latex/classAudioManager.tex                    | LaTeX      |         -1 |          0 |          4 |          3 |
| /home/alberic/Documents/Cours/ramio_project/latex/classBloc.tex                            | LaTeX      |         -4 |          0 |          2 |         -2 |
| /home/alberic/Documents/Cours/ramio_project/latex/classBlocMystere.tex                     | LaTeX      |          7 |          0 |          4 |         11 |
| /home/alberic/Documents/Cours/ramio_project/latex/classBlocSol.tex                         | LaTeX      |         10 |          0 |          4 |         14 |
| /home/alberic/Documents/Cours/ramio_project/latex/classEau.tex                             | LaTeX      |        109 |          0 |         55 |        164 |
| /home/alberic/Documents/Cours/ramio_project/latex/classEnnemi.tex                          | LaTeX      |          8 |          0 |          4 |         12 |
| /home/alberic/Documents/Cours/ramio_project/latex/classEntity.tex                          | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/classFinDeJeu.tex                        | LaTeX      |         -5 |          0 |          0 |         -5 |
| /home/alberic/Documents/Cours/ramio_project/latex/classGuili.tex                           | LaTeX      |        175 |          0 |         65 |        240 |
| /home/alberic/Documents/Cours/ramio_project/latex/classLevel.tex                           | LaTeX      |         14 |          0 |          5 |         19 |
| /home/alberic/Documents/Cours/ramio_project/latex/classMenu.tex                            | LaTeX      |         -4 |          0 |          4 |          0 |
| /home/alberic/Documents/Cours/ramio_project/latex/classObjetInteractif.tex                 | LaTeX      |         -1 |          0 |          0 |         -1 |
| /home/alberic/Documents/Cours/ramio_project/latex/classPiece.tex                           | LaTeX      |         -2 |          0 |          0 |         -2 |
| /home/alberic/Documents/Cours/ramio_project/latex/classPlayer.tex                          | LaTeX      |         36 |          0 |         20 |         56 |
| /home/alberic/Documents/Cours/ramio_project/latex/classRamio.tex                           | LaTeX      |         88 |          0 |         39 |        127 |
| /home/alberic/Documents/Cours/ramio_project/latex/classTuyau.tex                           | LaTeX      |          8 |          0 |          4 |         12 |
| /home/alberic/Documents/Cours/ramio_project/latex/dir_d44c64559bbebec7f509842c48db8b23.tex | LaTeX      |         23 |          0 |          1 |         24 |
| /home/alberic/Documents/Cours/ramio_project/latex/doxygen.sty                              | TeX        |        452 |         63 |         62 |        577 |
| /home/alberic/Documents/Cours/ramio_project/latex/files.tex                                | LaTeX      |         23 |          0 |          1 |         24 |
| /home/alberic/Documents/Cours/ramio_project/latex/hierarchy.tex                            | LaTeX      |         30 |          0 |          1 |         31 |
| /home/alberic/Documents/Cours/ramio_project/latex/longtable_doxygen.sty                    | TeX        |        408 |         39 |          2 |        449 |
| /home/alberic/Documents/Cours/ramio_project/latex/main_8cpp.tex                            | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/refman.tex                               | LaTeX      |          1 |          0 |          0 |          1 |
| /home/alberic/Documents/Cours/ramio_project/latex/tabu_doxygen.sty                         | TeX        |      2,438 |        117 |          3 |      2,558 |
| /home/alberic/Documents/Cours/ramio_project/latex/tests_8cpp.tex                           | LaTeX      |         -3 |          0 |          0 |         -3 |
| /home/alberic/Documents/Cours/ramio_project/src/Bloc.cpp                                   | C++        |         23 |         17 |          7 |         47 |
| /home/alberic/Documents/Cours/ramio_project/src/Level.cpp                                  | C++        |          8 |          0 |          2 |         10 |
| /home/alberic/Documents/Cours/ramio_project/src/Player.cpp                                 | C++        |         23 |          4 |          8 |         35 |
| Total                                                                                      |            |     20,707 |      1,776 |      1,283 |     23,766 |
+--------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
